"driver_race","stop_date","stop_purpose","daily_num_stops","month","day","day_index","day_of_week","fri_sat","post_policy","dangerous_days","race","day_counter","dangerous_days2","date2","stop_purpose2"
"Black","2006-03-16","Radar Triggered",112,"3",16,75,"Thursday","Another day",1,"Other day","Black",439,NA,2006-03-16,"Radar Triggered"
"Black","2006-03-16","Violation Observed",441,"3",16,75,"Thursday","Another day",1,"Other day","Black",439,NA,2006-03-16,"Violation Observed"
"Black","2006-03-17","Radar Triggered",144,"3",17,76,"Friday","Friday or Saturday",1,"Other day","Black",440,NA,2006-03-17,"Radar Triggered"
"Black","2006-03-17","Violation Observed",460,"3",17,76,"Friday","Friday or Saturday",1,"Other day","Black",440,NA,2006-03-17,"Violation Observed"
"Black","2006-03-18","Radar Triggered",216,"3",18,77,"Saturday","Friday or Saturday",1,"Day after St. Patrick's","Black",441,"Day after St. Patrick's",2006-03-18,"Radar Triggered"
"Black","2006-03-18","Violation Observed",478,"3",18,77,"Saturday","Friday or Saturday",1,"Day after St. Patrick's","Black",441,"Day after St. Patrick's",2006-03-18,"Violation Observed"
"Black","2006-03-19","Radar Triggered",167,"3",19,78,"Sunday","Another day",1,"Other day","Black",442,NA,2006-03-19,"Radar Triggered"
"Black","2006-03-19","Violation Observed",233,"3",19,78,"Sunday","Another day",1,"Other day","Black",442,NA,2006-03-19,"Violation Observed"
"Black","2006-03-20","Radar Triggered",119,"3",20,79,"Monday","Another day",1,"Other day","Black",443,NA,2006-03-20,"Radar Triggered"
"Black","2006-03-20","Violation Observed",345,"3",20,79,"Monday","Another day",1,"Other day","Black",443,NA,2006-03-20,"Violation Observed"
"Black","2006-03-21","Radar Triggered",84,"3",21,80,"Tuesday","Another day",1,"Other day","Black",444,NA,2006-03-21,"Radar Triggered"
"Black","2006-03-21","Violation Observed",314,"3",21,80,"Tuesday","Another day",1,"Other day","Black",444,NA,2006-03-21,"Violation Observed"
"Black","2006-03-22","Radar Triggered",165,"3",22,81,"Wednesday","Another day",1,"Other day","Black",445,NA,2006-03-22,"Radar Triggered"
"Black","2006-03-22","Violation Observed",384,"3",22,81,"Wednesday","Another day",1,"Other day","Black",445,NA,2006-03-22,"Violation Observed"
"Black","2006-03-23","Radar Triggered",125,"3",23,82,"Thursday","Another day",1,"Other day","Black",446,NA,2006-03-23,"Radar Triggered"
"Black","2006-03-23","Violation Observed",315,"3",23,82,"Thursday","Another day",1,"Other day","Black",446,NA,2006-03-23,"Violation Observed"
"Black","2006-03-24","Radar Triggered",173,"3",24,83,"Friday","Friday or Saturday",1,"Other day","Black",447,NA,2006-03-24,"Radar Triggered"
"Black","2006-03-24","Violation Observed",524,"3",24,83,"Friday","Friday or Saturday",1,"Other day","Black",447,NA,2006-03-24,"Violation Observed"
"Black","2006-03-25","Radar Triggered",270,"3",25,84,"Saturday","Friday or Saturday",1,"Other day","Black",448,NA,2006-03-25,"Radar Triggered"
"Black","2006-03-25","Violation Observed",573,"3",25,84,"Saturday","Friday or Saturday",1,"Other day","Black",448,NA,2006-03-25,"Violation Observed"
"Black","2006-03-26","Radar Triggered",194,"3",26,85,"Sunday","Another day",1,"Other day","Black",449,NA,2006-03-26,"Radar Triggered"
"Black","2006-03-26","Violation Observed",383,"3",26,85,"Sunday","Another day",1,"Other day","Black",449,NA,2006-03-26,"Violation Observed"
"Black","2006-03-27","Radar Triggered",167,"3",27,86,"Monday","Another day",1,"Other day","Black",450,NA,2006-03-27,"Radar Triggered"
"Black","2006-03-27","Violation Observed",311,"3",27,86,"Monday","Another day",1,"Other day","Black",450,NA,2006-03-27,"Violation Observed"
"Black","2006-03-28","Radar Triggered",140,"3",28,87,"Tuesday","Another day",1,"Other day","Black",451,NA,2006-03-28,"Radar Triggered"
"Black","2006-03-28","Violation Observed",286,"3",28,87,"Tuesday","Another day",1,"Other day","Black",451,NA,2006-03-28,"Violation Observed"
"Black","2006-03-29","Radar Triggered",118,"3",29,88,"Wednesday","Another day",1,"Other day","Black",452,NA,2006-03-29,"Radar Triggered"
"Black","2006-03-29","Violation Observed",449,"3",29,88,"Wednesday","Another day",1,"Other day","Black",452,NA,2006-03-29,"Violation Observed"
"Black","2006-03-30","Radar Triggered",122,"3",30,89,"Thursday","Another day",1,"Other day","Black",453,NA,2006-03-30,"Radar Triggered"
"Black","2006-03-30","Violation Observed",334,"3",30,89,"Thursday","Another day",1,"Other day","Black",453,NA,2006-03-30,"Violation Observed"
"Black","2006-03-31","Radar Triggered",122,"3",31,90,"Friday","Friday or Saturday",1,"Other day","Black",454,NA,2006-03-31,"Radar Triggered"
"Black","2006-03-31","Violation Observed",348,"3",31,90,"Friday","Friday or Saturday",1,"Other day","Black",454,NA,2006-03-31,"Violation Observed"
"Black","2006-04-01","Radar Triggered",173,"4",1,91,"Saturday","Friday or Saturday",1,"Other day","Black",455,NA,2006-04-01,"Radar Triggered"
"Black","2006-04-01","Violation Observed",407,"4",1,91,"Saturday","Friday or Saturday",1,"Other day","Black",455,NA,2006-04-01,"Violation Observed"
"Black","2006-04-02","Radar Triggered",138,"4",2,92,"Sunday","Another day",1,"Other day","Black",456,NA,2006-04-02,"Radar Triggered"
"Black","2006-04-02","Violation Observed",265,"4",2,92,"Sunday","Another day",1,"Other day","Black",456,NA,2006-04-02,"Violation Observed"
"Black","2006-04-03","Radar Triggered",146,"4",3,93,"Monday","Another day",1,"Other day","Black",457,NA,2006-04-03,"Radar Triggered"
"Black","2006-04-03","Violation Observed",389,"4",3,93,"Monday","Another day",1,"Other day","Black",457,NA,2006-04-03,"Violation Observed"
"Black","2006-04-04","Radar Triggered",111,"4",4,94,"Tuesday","Another day",1,"Other day","Black",458,NA,2006-04-04,"Radar Triggered"
"Black","2006-04-04","Violation Observed",367,"4",4,94,"Tuesday","Another day",1,"Other day","Black",458,NA,2006-04-04,"Violation Observed"
"Black","2006-04-05","Radar Triggered",136,"4",5,95,"Wednesday","Another day",1,"Other day","Black",459,NA,2006-04-05,"Radar Triggered"
"Black","2006-04-05","Violation Observed",377,"4",5,95,"Wednesday","Another day",1,"Other day","Black",459,NA,2006-04-05,"Violation Observed"
"Black","2006-04-06","Radar Triggered",127,"4",6,96,"Thursday","Another day",1,"Other day","Black",460,NA,2006-04-06,"Radar Triggered"
"Black","2006-04-06","Violation Observed",282,"4",6,96,"Thursday","Another day",1,"Other day","Black",460,NA,2006-04-06,"Violation Observed"
"Black","2006-04-07","Radar Triggered",158,"4",7,97,"Friday","Friday or Saturday",1,"Other day","Black",461,NA,2006-04-07,"Radar Triggered"
"Black","2006-04-07","Violation Observed",435,"4",7,97,"Friday","Friday or Saturday",1,"Other day","Black",461,NA,2006-04-07,"Violation Observed"
"Black","2006-04-08","Radar Triggered",143,"4",8,98,"Saturday","Friday or Saturday",1,"Other day","Black",462,NA,2006-04-08,"Radar Triggered"
"Black","2006-04-08","Violation Observed",242,"4",8,98,"Saturday","Friday or Saturday",1,"Other day","Black",462,NA,2006-04-08,"Violation Observed"
"Black","2006-04-09","Radar Triggered",170,"4",9,99,"Sunday","Another day",1,"Other day","Black",463,NA,2006-04-09,"Radar Triggered"
"Black","2006-04-09","Violation Observed",200,"4",9,99,"Sunday","Another day",1,"Other day","Black",463,NA,2006-04-09,"Violation Observed"
"Black","2006-04-10","Radar Triggered",125,"4",10,100,"Monday","Another day",1,"Other day","Black",464,NA,2006-04-10,"Radar Triggered"
"Black","2006-04-10","Violation Observed",329,"4",10,100,"Monday","Another day",1,"Other day","Black",464,NA,2006-04-10,"Violation Observed"
"Black","2006-04-11","Radar Triggered",93,"4",11,101,"Tuesday","Another day",1,"Other day","Black",465,NA,2006-04-11,"Radar Triggered"
"Black","2006-04-11","Violation Observed",299,"4",11,101,"Tuesday","Another day",1,"Other day","Black",465,NA,2006-04-11,"Violation Observed"
"Black","2006-04-12","Radar Triggered",134,"4",12,102,"Wednesday","Another day",1,"Other day","Black",466,NA,2006-04-12,"Radar Triggered"
"Black","2006-04-12","Violation Observed",285,"4",12,102,"Wednesday","Another day",1,"Other day","Black",466,NA,2006-04-12,"Violation Observed"
"Black","2006-04-13","Radar Triggered",121,"4",13,103,"Thursday","Another day",1,"Other day","Black",467,NA,2006-04-13,"Radar Triggered"
"Black","2006-04-13","Violation Observed",285,"4",13,103,"Thursday","Another day",1,"Other day","Black",467,NA,2006-04-13,"Violation Observed"
"Black","2006-04-14","Radar Triggered",168,"4",14,104,"Friday","Friday or Saturday",1,"Other day","Black",468,NA,2006-04-14,"Radar Triggered"
"Black","2006-04-14","Violation Observed",390,"4",14,104,"Friday","Friday or Saturday",1,"Other day","Black",468,NA,2006-04-14,"Violation Observed"
"Black","2006-04-15","Radar Triggered",172,"4",15,105,"Saturday","Friday or Saturday",1,"Other day","Black",469,NA,2006-04-15,"Radar Triggered"
"Black","2006-04-15","Violation Observed",398,"4",15,105,"Saturday","Friday or Saturday",1,"Other day","Black",469,NA,2006-04-15,"Violation Observed"
"Black","2006-04-16","Radar Triggered",104,"4",16,106,"Sunday","Another day",1,"Other day","Black",470,NA,2006-04-16,"Radar Triggered"
"Black","2006-04-16","Violation Observed",236,"4",16,106,"Sunday","Another day",1,"Other day","Black",470,NA,2006-04-16,"Violation Observed"
"Black","2006-04-17","Radar Triggered",126,"4",17,107,"Monday","Another day",1,"Other day","Black",471,NA,2006-04-17,"Radar Triggered"
"Black","2006-04-17","Violation Observed",339,"4",17,107,"Monday","Another day",1,"Other day","Black",471,NA,2006-04-17,"Violation Observed"
"Black","2006-04-18","Radar Triggered",76,"4",18,108,"Tuesday","Another day",1,"Other day","Black",472,NA,2006-04-18,"Radar Triggered"
"Black","2006-04-18","Violation Observed",316,"4",18,108,"Tuesday","Another day",1,"Other day","Black",472,NA,2006-04-18,"Violation Observed"
"Black","2006-04-19","Radar Triggered",96,"4",19,109,"Wednesday","Another day",1,"Other day","Black",473,NA,2006-04-19,"Radar Triggered"
"Black","2006-04-19","Violation Observed",235,"4",19,109,"Wednesday","Another day",1,"Other day","Black",473,NA,2006-04-19,"Violation Observed"
"Black","2006-04-20","Radar Triggered",104,"4",20,110,"Thursday","Another day",1,"Other day","Black",474,NA,2006-04-20,"Radar Triggered"
"Black","2006-04-20","Violation Observed",297,"4",20,110,"Thursday","Another day",1,"Other day","Black",474,NA,2006-04-20,"Violation Observed"
"Black","2006-04-21","Radar Triggered",171,"4",21,111,"Friday","Friday or Saturday",1,"Other day","Black",475,NA,2006-04-21,"Radar Triggered"
"Black","2006-04-21","Violation Observed",452,"4",21,111,"Friday","Friday or Saturday",1,"Other day","Black",475,NA,2006-04-21,"Violation Observed"
"Black","2006-04-22","Radar Triggered",143,"4",22,112,"Saturday","Friday or Saturday",1,"Other day","Black",476,NA,2006-04-22,"Radar Triggered"
"Black","2006-04-22","Violation Observed",339,"4",22,112,"Saturday","Friday or Saturday",1,"Other day","Black",476,NA,2006-04-22,"Violation Observed"
"Black","2006-04-23","Radar Triggered",154,"4",23,113,"Sunday","Another day",1,"Other day","Black",477,NA,2006-04-23,"Radar Triggered"
"Black","2006-04-23","Violation Observed",326,"4",23,113,"Sunday","Another day",1,"Other day","Black",477,NA,2006-04-23,"Violation Observed"
"Black","2006-04-24","Radar Triggered",138,"4",24,114,"Monday","Another day",1,"Other day","Black",478,NA,2006-04-24,"Radar Triggered"
"Black","2006-04-24","Violation Observed",358,"4",24,114,"Monday","Another day",1,"Other day","Black",478,NA,2006-04-24,"Violation Observed"
"Black","2006-04-25","Radar Triggered",122,"4",25,115,"Tuesday","Another day",1,"Other day","Black",479,NA,2006-04-25,"Radar Triggered"
"Black","2006-04-25","Violation Observed",339,"4",25,115,"Tuesday","Another day",1,"Other day","Black",479,NA,2006-04-25,"Violation Observed"
"Black","2006-04-26","Radar Triggered",115,"4",26,116,"Wednesday","Another day",1,"Other day","Black",480,NA,2006-04-26,"Radar Triggered"
"Black","2006-04-26","Violation Observed",320,"4",26,116,"Wednesday","Another day",1,"Other day","Black",480,NA,2006-04-26,"Violation Observed"
"Black","2006-04-27","Radar Triggered",123,"4",27,117,"Thursday","Another day",1,"Other day","Black",481,NA,2006-04-27,"Radar Triggered"
"Black","2006-04-27","Violation Observed",305,"4",27,117,"Thursday","Another day",1,"Other day","Black",481,NA,2006-04-27,"Violation Observed"
"Black","2006-04-28","Radar Triggered",160,"4",28,118,"Friday","Friday or Saturday",1,"Other day","Black",482,NA,2006-04-28,"Radar Triggered"
"Black","2006-04-28","Violation Observed",442,"4",28,118,"Friday","Friday or Saturday",1,"Other day","Black",482,NA,2006-04-28,"Violation Observed"
"Black","2006-04-29","Radar Triggered",178,"4",29,119,"Saturday","Friday or Saturday",1,"Other day","Black",483,NA,2006-04-29,"Radar Triggered"
"Black","2006-04-29","Violation Observed",475,"4",29,119,"Saturday","Friday or Saturday",1,"Other day","Black",483,NA,2006-04-29,"Violation Observed"
"Black","2006-04-30","Radar Triggered",96,"4",30,120,"Sunday","Another day",1,"Other day","Black",484,NA,2006-04-30,"Radar Triggered"
"Black","2006-04-30","Violation Observed",207,"4",30,120,"Sunday","Another day",1,"Other day","Black",484,NA,2006-04-30,"Violation Observed"
"Black","2006-05-01","Radar Triggered",141,"5",1,121,"Monday","Another day",1,"Other day","Black",485,NA,2006-05-01,"Radar Triggered"
"Black","2006-05-01","Violation Observed",459,"5",1,121,"Monday","Another day",1,"Other day","Black",485,NA,2006-05-01,"Violation Observed"
"Black","2006-05-02","Radar Triggered",120,"5",2,122,"Tuesday","Another day",1,"Other day","Black",486,NA,2006-05-02,"Radar Triggered"
"Black","2006-05-02","Violation Observed",404,"5",2,122,"Tuesday","Another day",1,"Other day","Black",486,NA,2006-05-02,"Violation Observed"
"Black","2006-05-03","Radar Triggered",133,"5",3,123,"Wednesday","Another day",1,"Other day","Black",487,NA,2006-05-03,"Radar Triggered"
"Black","2006-05-03","Violation Observed",386,"5",3,123,"Wednesday","Another day",1,"Other day","Black",487,NA,2006-05-03,"Violation Observed"
"Black","2006-05-04","Radar Triggered",117,"5",4,124,"Thursday","Another day",1,"Other day","Black",488,NA,2006-05-04,"Radar Triggered"
"Black","2006-05-04","Violation Observed",415,"5",4,124,"Thursday","Another day",1,"Other day","Black",488,NA,2006-05-04,"Violation Observed"
"Black","2006-05-05","Radar Triggered",119,"5",5,125,"Friday","Friday or Saturday",1,"Other day","Black",489,NA,2006-05-05,"Radar Triggered"
"Black","2006-05-05","Violation Observed",482,"5",5,125,"Friday","Friday or Saturday",1,"Other day","Black",489,NA,2006-05-05,"Violation Observed"
"Black","2006-05-06","Radar Triggered",226,"5",6,126,"Saturday","Friday or Saturday",1,"Other day","Black",490,NA,2006-05-06,"Radar Triggered"
"Black","2006-05-06","Violation Observed",553,"5",6,126,"Saturday","Friday or Saturday",1,"Other day","Black",490,NA,2006-05-06,"Violation Observed"
"Black","2006-05-07","Radar Triggered",80,"5",7,127,"Sunday","Another day",1,"Other day","Black",491,NA,2006-05-07,"Radar Triggered"
"Black","2006-05-07","Violation Observed",235,"5",7,127,"Sunday","Another day",1,"Other day","Black",491,NA,2006-05-07,"Violation Observed"
"Black","2006-05-08","Radar Triggered",142,"5",8,128,"Monday","Another day",1,"Other day","Black",492,NA,2006-05-08,"Radar Triggered"
"Black","2006-05-08","Violation Observed",360,"5",8,128,"Monday","Another day",1,"Other day","Black",492,NA,2006-05-08,"Violation Observed"
"Black","2006-05-09","Radar Triggered",141,"5",9,129,"Tuesday","Another day",1,"Other day","Black",493,NA,2006-05-09,"Radar Triggered"
"Black","2006-05-09","Violation Observed",307,"5",9,129,"Tuesday","Another day",1,"Other day","Black",493,NA,2006-05-09,"Violation Observed"
"Black","2006-05-10","Radar Triggered",128,"5",10,130,"Wednesday","Another day",1,"Other day","Black",494,NA,2006-05-10,"Radar Triggered"
"Black","2006-05-10","Violation Observed",385,"5",10,130,"Wednesday","Another day",1,"Other day","Black",494,NA,2006-05-10,"Violation Observed"
"Black","2006-05-11","Radar Triggered",120,"5",11,131,"Thursday","Another day",1,"Other day","Black",495,NA,2006-05-11,"Radar Triggered"
"Black","2006-05-11","Violation Observed",357,"5",11,131,"Thursday","Another day",1,"Other day","Black",495,NA,2006-05-11,"Violation Observed"
"Black","2006-05-12","Radar Triggered",157,"5",12,132,"Friday","Friday or Saturday",1,"Other day","Black",496,NA,2006-05-12,"Radar Triggered"
"Black","2006-05-12","Violation Observed",417,"5",12,132,"Friday","Friday or Saturday",1,"Other day","Black",496,NA,2006-05-12,"Violation Observed"
"Black","2006-05-13","Radar Triggered",167,"5",13,133,"Saturday","Friday or Saturday",1,"Other day","Black",497,NA,2006-05-13,"Radar Triggered"
"Black","2006-05-13","Violation Observed",380,"5",13,133,"Saturday","Friday or Saturday",1,"Other day","Black",497,NA,2006-05-13,"Violation Observed"
"Black","2006-05-14","Radar Triggered",98,"5",14,134,"Sunday","Another day",1,"Other day","Black",498,NA,2006-05-14,"Radar Triggered"
"Black","2006-05-14","Violation Observed",264,"5",14,134,"Sunday","Another day",1,"Other day","Black",498,NA,2006-05-14,"Violation Observed"
"Black","2006-05-15","Radar Triggered",113,"5",15,135,"Monday","Another day",1,"Other day","Black",499,NA,2006-05-15,"Radar Triggered"
"Black","2006-05-15","Violation Observed",375,"5",15,135,"Monday","Another day",1,"Other day","Black",499,NA,2006-05-15,"Violation Observed"
"Black","2006-05-16","Radar Triggered",114,"5",16,136,"Tuesday","Another day",1,"Other day","Black",500,NA,2006-05-16,"Radar Triggered"
