"driver_race","stop_date","stop_purpose","daily_num_stops","month","day","day_index","day_of_week","fri_sat","post_policy","dangerous_days","race","day_counter","dangerous_days2","date2","stop_purpose2"
"Hispanic","2006-06-09","Violation Observed",64,"6",9,160,"Friday","Friday or Saturday",1,"Other day","Hispanic",524,NA,2006-06-09,"Violation Observed"
"Hispanic","2006-06-10","Radar Triggered",25,"6",10,161,"Saturday","Friday or Saturday",1,"Other day","Hispanic",525,NA,2006-06-10,"Radar Triggered"
"Hispanic","2006-06-10","Violation Observed",81,"6",10,161,"Saturday","Friday or Saturday",1,"Other day","Hispanic",525,NA,2006-06-10,"Violation Observed"
"Hispanic","2006-06-11","Radar Triggered",8,"6",11,162,"Sunday","Another day",1,"Other day","Hispanic",526,NA,2006-06-11,"Radar Triggered"
"Hispanic","2006-06-11","Violation Observed",50,"6",11,162,"Sunday","Another day",1,"Other day","Hispanic",526,NA,2006-06-11,"Violation Observed"
"Hispanic","2006-06-12","Radar Triggered",7,"6",12,163,"Monday","Another day",1,"Other day","Hispanic",527,NA,2006-06-12,"Radar Triggered"
"Hispanic","2006-06-12","Violation Observed",38,"6",12,163,"Monday","Another day",1,"Other day","Hispanic",527,NA,2006-06-12,"Violation Observed"
"Hispanic","2006-06-13","Radar Triggered",7,"6",13,164,"Tuesday","Another day",1,"Other day","Hispanic",528,NA,2006-06-13,"Radar Triggered"
"Hispanic","2006-06-13","Violation Observed",23,"6",13,164,"Tuesday","Another day",1,"Other day","Hispanic",528,NA,2006-06-13,"Violation Observed"
"Hispanic","2006-06-14","Radar Triggered",8,"6",14,165,"Wednesday","Another day",1,"Other day","Hispanic",529,NA,2006-06-14,"Radar Triggered"
"Hispanic","2006-06-14","Violation Observed",46,"6",14,165,"Wednesday","Another day",1,"Other day","Hispanic",529,NA,2006-06-14,"Violation Observed"
"Hispanic","2006-06-15","Radar Triggered",11,"6",15,166,"Thursday","Another day",1,"Other day","Hispanic",530,NA,2006-06-15,"Radar Triggered"
"Hispanic","2006-06-15","Violation Observed",46,"6",15,166,"Thursday","Another day",1,"Other day","Hispanic",530,NA,2006-06-15,"Violation Observed"
"Hispanic","2006-06-16","Radar Triggered",6,"6",16,167,"Friday","Friday or Saturday",1,"Other day","Hispanic",531,NA,2006-06-16,"Radar Triggered"
"Hispanic","2006-06-16","Violation Observed",65,"6",16,167,"Friday","Friday or Saturday",1,"Other day","Hispanic",531,NA,2006-06-16,"Violation Observed"
"Hispanic","2006-06-17","Radar Triggered",29,"6",17,168,"Saturday","Friday or Saturday",1,"Other day","Hispanic",532,NA,2006-06-17,"Radar Triggered"
"Hispanic","2006-06-17","Violation Observed",86,"6",17,168,"Saturday","Friday or Saturday",1,"Other day","Hispanic",532,NA,2006-06-17,"Violation Observed"
"Hispanic","2006-06-18","Radar Triggered",9,"6",18,169,"Sunday","Another day",1,"Other day","Hispanic",533,NA,2006-06-18,"Radar Triggered"
"Hispanic","2006-06-18","Violation Observed",58,"6",18,169,"Sunday","Another day",1,"Other day","Hispanic",533,NA,2006-06-18,"Violation Observed"
"Hispanic","2006-06-19","Radar Triggered",14,"6",19,170,"Monday","Another day",1,"Other day","Hispanic",534,NA,2006-06-19,"Radar Triggered"
"Hispanic","2006-06-19","Violation Observed",68,"6",19,170,"Monday","Another day",1,"Other day","Hispanic",534,NA,2006-06-19,"Violation Observed"
"Hispanic","2006-06-20","Radar Triggered",13,"6",20,171,"Tuesday","Another day",1,"Other day","Hispanic",535,NA,2006-06-20,"Radar Triggered"
"Hispanic","2006-06-20","Violation Observed",42,"6",20,171,"Tuesday","Another day",1,"Other day","Hispanic",535,NA,2006-06-20,"Violation Observed"
"Hispanic","2006-06-21","Radar Triggered",4,"6",21,172,"Wednesday","Another day",1,"Other day","Hispanic",536,NA,2006-06-21,"Radar Triggered"
"Hispanic","2006-06-21","Violation Observed",73,"6",21,172,"Wednesday","Another day",1,"Other day","Hispanic",536,NA,2006-06-21,"Violation Observed"
"Hispanic","2006-06-22","Radar Triggered",12,"6",22,173,"Thursday","Another day",1,"Other day","Hispanic",537,NA,2006-06-22,"Radar Triggered"
"Hispanic","2006-06-22","Violation Observed",53,"6",22,173,"Thursday","Another day",1,"Other day","Hispanic",537,NA,2006-06-22,"Violation Observed"
"Hispanic","2006-06-23","Radar Triggered",9,"6",23,174,"Friday","Friday or Saturday",1,"Other day","Hispanic",538,NA,2006-06-23,"Radar Triggered"
"Hispanic","2006-06-23","Violation Observed",61,"6",23,174,"Friday","Friday or Saturday",1,"Other day","Hispanic",538,NA,2006-06-23,"Violation Observed"
"Hispanic","2006-06-24","Radar Triggered",11,"6",24,175,"Saturday","Friday or Saturday",1,"Other day","Hispanic",539,NA,2006-06-24,"Radar Triggered"
"Hispanic","2006-06-24","Violation Observed",73,"6",24,175,"Saturday","Friday or Saturday",1,"Other day","Hispanic",539,NA,2006-06-24,"Violation Observed"
"Hispanic","2006-06-25","Radar Triggered",5,"6",25,176,"Sunday","Another day",1,"Other day","Hispanic",540,NA,2006-06-25,"Radar Triggered"
"Hispanic","2006-06-25","Violation Observed",41,"6",25,176,"Sunday","Another day",1,"Other day","Hispanic",540,NA,2006-06-25,"Violation Observed"
"Hispanic","2006-06-26","Radar Triggered",11,"6",26,177,"Monday","Another day",1,"Other day","Hispanic",541,NA,2006-06-26,"Radar Triggered"
"Hispanic","2006-06-26","Violation Observed",59,"6",26,177,"Monday","Another day",1,"Other day","Hispanic",541,NA,2006-06-26,"Violation Observed"
"Hispanic","2006-06-27","Radar Triggered",2,"6",27,178,"Tuesday","Another day",1,"Other day","Hispanic",542,NA,2006-06-27,"Radar Triggered"
"Hispanic","2006-06-27","Violation Observed",41,"6",27,178,"Tuesday","Another day",1,"Other day","Hispanic",542,NA,2006-06-27,"Violation Observed"
"Hispanic","2006-06-28","Radar Triggered",10,"6",28,179,"Wednesday","Another day",1,"Other day","Hispanic",543,NA,2006-06-28,"Radar Triggered"
"Hispanic","2006-06-28","Violation Observed",39,"6",28,179,"Wednesday","Another day",1,"Other day","Hispanic",543,NA,2006-06-28,"Violation Observed"
"Hispanic","2006-06-29","Radar Triggered",10,"6",29,180,"Thursday","Another day",1,"Other day","Hispanic",544,NA,2006-06-29,"Radar Triggered"
"Hispanic","2006-06-29","Violation Observed",21,"6",29,180,"Thursday","Another day",1,"Other day","Hispanic",544,NA,2006-06-29,"Violation Observed"
"Hispanic","2006-06-30","Radar Triggered",19,"6",30,181,"Friday","Friday or Saturday",1,"Other day","Hispanic",545,NA,2006-06-30,"Radar Triggered"
"Hispanic","2006-06-30","Violation Observed",136,"6",30,181,"Friday","Friday or Saturday",1,"Other day","Hispanic",545,NA,2006-06-30,"Violation Observed"
"Hispanic","2006-07-01","Radar Triggered",44,"7",1,182,"Saturday","Friday or Saturday",1,"Other day","Hispanic",546,NA,2006-07-01,"Radar Triggered"
"Hispanic","2006-07-01","Violation Observed",209,"7",1,182,"Saturday","Friday or Saturday",1,"Other day","Hispanic",546,NA,2006-07-01,"Violation Observed"
"Hispanic","2006-07-02","Radar Triggered",81,"7",2,183,"Sunday","Another day",1,"Other day","Hispanic",547,NA,2006-07-02,"Radar Triggered"
"Hispanic","2006-07-02","Violation Observed",161,"7",2,183,"Sunday","Another day",1,"Other day","Hispanic",547,NA,2006-07-02,"Violation Observed"
"Hispanic","2006-07-03","Radar Triggered",39,"7",3,184,"Monday","Another day",1,"Other day","Hispanic",548,NA,2006-07-03,"Radar Triggered"
"Hispanic","2006-07-03","Violation Observed",155,"7",3,184,"Monday","Another day",1,"Other day","Hispanic",548,NA,2006-07-03,"Violation Observed"
"Hispanic","2006-07-04","Radar Triggered",44,"7",4,185,"Tuesday","Another day",1,"Independence day","Hispanic",549,"Independence day",2006-07-04,"Radar Triggered"
"Hispanic","2006-07-04","Violation Observed",124,"7",4,185,"Tuesday","Another day",1,"Independence day","Hispanic",549,"Independence day",2006-07-04,"Violation Observed"
"Hispanic","2006-07-05","Radar Triggered",6,"7",5,186,"Wednesday","Another day",1,"Other day","Hispanic",550,NA,2006-07-05,"Radar Triggered"
"Hispanic","2006-07-05","Violation Observed",62,"7",5,186,"Wednesday","Another day",1,"Other day","Hispanic",550,NA,2006-07-05,"Violation Observed"
"Hispanic","2006-07-06","Radar Triggered",5,"7",6,187,"Thursday","Another day",1,"Other day","Hispanic",551,NA,2006-07-06,"Radar Triggered"
"Hispanic","2006-07-06","Violation Observed",35,"7",6,187,"Thursday","Another day",1,"Other day","Hispanic",551,NA,2006-07-06,"Violation Observed"
"Hispanic","2006-07-07","Radar Triggered",8,"7",7,188,"Friday","Friday or Saturday",1,"Other day","Hispanic",552,NA,2006-07-07,"Radar Triggered"
"Hispanic","2006-07-07","Violation Observed",74,"7",7,188,"Friday","Friday or Saturday",1,"Other day","Hispanic",552,NA,2006-07-07,"Violation Observed"
"Hispanic","2006-07-08","Radar Triggered",23,"7",8,189,"Saturday","Friday or Saturday",1,"Other day","Hispanic",553,NA,2006-07-08,"Radar Triggered"
"Hispanic","2006-07-08","Violation Observed",69,"7",8,189,"Saturday","Friday or Saturday",1,"Other day","Hispanic",553,NA,2006-07-08,"Violation Observed"
"Hispanic","2006-07-09","Radar Triggered",18,"7",9,190,"Sunday","Another day",1,"Other day","Hispanic",554,NA,2006-07-09,"Radar Triggered"
"Hispanic","2006-07-09","Violation Observed",52,"7",9,190,"Sunday","Another day",1,"Other day","Hispanic",554,NA,2006-07-09,"Violation Observed"
"Hispanic","2006-07-10","Radar Triggered",9,"7",10,191,"Monday","Another day",1,"Other day","Hispanic",555,NA,2006-07-10,"Radar Triggered"
"Hispanic","2006-07-10","Violation Observed",51,"7",10,191,"Monday","Another day",1,"Other day","Hispanic",555,NA,2006-07-10,"Violation Observed"
"Hispanic","2006-07-11","Radar Triggered",12,"7",11,192,"Tuesday","Another day",1,"Other day","Hispanic",556,NA,2006-07-11,"Radar Triggered"
"Hispanic","2006-07-11","Violation Observed",68,"7",11,192,"Tuesday","Another day",1,"Other day","Hispanic",556,NA,2006-07-11,"Violation Observed"
"Hispanic","2006-07-12","Radar Triggered",6,"7",12,193,"Wednesday","Another day",1,"Other day","Hispanic",557,NA,2006-07-12,"Radar Triggered"
"Hispanic","2006-07-12","Violation Observed",37,"7",12,193,"Wednesday","Another day",1,"Other day","Hispanic",557,NA,2006-07-12,"Violation Observed"
"Hispanic","2006-07-13","Radar Triggered",7,"7",13,194,"Thursday","Another day",1,"Other day","Hispanic",558,NA,2006-07-13,"Radar Triggered"
"Hispanic","2006-07-13","Violation Observed",42,"7",13,194,"Thursday","Another day",1,"Other day","Hispanic",558,NA,2006-07-13,"Violation Observed"
"Hispanic","2006-07-14","Radar Triggered",19,"7",14,195,"Friday","Friday or Saturday",1,"Other day","Hispanic",559,NA,2006-07-14,"Radar Triggered"
"Hispanic","2006-07-14","Violation Observed",99,"7",14,195,"Friday","Friday or Saturday",1,"Other day","Hispanic",559,NA,2006-07-14,"Violation Observed"
"Hispanic","2006-07-15","Radar Triggered",32,"7",15,196,"Saturday","Friday or Saturday",1,"Other day","Hispanic",560,NA,2006-07-15,"Radar Triggered"
"Hispanic","2006-07-15","Violation Observed",116,"7",15,196,"Saturday","Friday or Saturday",1,"Other day","Hispanic",560,NA,2006-07-15,"Violation Observed"
"Hispanic","2006-07-16","Radar Triggered",18,"7",16,197,"Sunday","Another day",1,"Other day","Hispanic",561,NA,2006-07-16,"Radar Triggered"
"Hispanic","2006-07-16","Violation Observed",82,"7",16,197,"Sunday","Another day",1,"Other day","Hispanic",561,NA,2006-07-16,"Violation Observed"
"Hispanic","2006-07-17","Radar Triggered",13,"7",17,198,"Monday","Another day",1,"Other day","Hispanic",562,NA,2006-07-17,"Radar Triggered"
"Hispanic","2006-07-17","Violation Observed",71,"7",17,198,"Monday","Another day",1,"Other day","Hispanic",562,NA,2006-07-17,"Violation Observed"
"Hispanic","2006-07-18","Radar Triggered",5,"7",18,199,"Tuesday","Another day",1,"Other day","Hispanic",563,NA,2006-07-18,"Radar Triggered"
"Hispanic","2006-07-18","Violation Observed",52,"7",18,199,"Tuesday","Another day",1,"Other day","Hispanic",563,NA,2006-07-18,"Violation Observed"
"Hispanic","2006-07-19","Radar Triggered",17,"7",19,200,"Wednesday","Another day",1,"Other day","Hispanic",564,NA,2006-07-19,"Radar Triggered"
"Hispanic","2006-07-19","Violation Observed",75,"7",19,200,"Wednesday","Another day",1,"Other day","Hispanic",564,NA,2006-07-19,"Violation Observed"
"Hispanic","2006-07-20","Radar Triggered",14,"7",20,201,"Thursday","Another day",1,"Other day","Hispanic",565,NA,2006-07-20,"Radar Triggered"
"Hispanic","2006-07-20","Violation Observed",61,"7",20,201,"Thursday","Another day",1,"Other day","Hispanic",565,NA,2006-07-20,"Violation Observed"
"Hispanic","2006-07-21","Radar Triggered",24,"7",21,202,"Friday","Friday or Saturday",1,"Other day","Hispanic",566,NA,2006-07-21,"Radar Triggered"
"Hispanic","2006-07-21","Violation Observed",72,"7",21,202,"Friday","Friday or Saturday",1,"Other day","Hispanic",566,NA,2006-07-21,"Violation Observed"
"Hispanic","2006-07-22","Radar Triggered",18,"7",22,203,"Saturday","Friday or Saturday",1,"Other day","Hispanic",567,NA,2006-07-22,"Radar Triggered"
"Hispanic","2006-07-22","Violation Observed",91,"7",22,203,"Saturday","Friday or Saturday",1,"Other day","Hispanic",567,NA,2006-07-22,"Violation Observed"
"Hispanic","2006-07-23","Radar Triggered",15,"7",23,204,"Sunday","Another day",1,"Other day","Hispanic",568,NA,2006-07-23,"Radar Triggered"
"Hispanic","2006-07-23","Violation Observed",60,"7",23,204,"Sunday","Another day",1,"Other day","Hispanic",568,NA,2006-07-23,"Violation Observed"
"Hispanic","2006-07-24","Radar Triggered",18,"7",24,205,"Monday","Another day",1,"Other day","Hispanic",569,NA,2006-07-24,"Radar Triggered"
"Hispanic","2006-07-24","Violation Observed",48,"7",24,205,"Monday","Another day",1,"Other day","Hispanic",569,NA,2006-07-24,"Violation Observed"
"Hispanic","2006-07-25","Radar Triggered",11,"7",25,206,"Tuesday","Another day",1,"Other day","Hispanic",570,NA,2006-07-25,"Radar Triggered"
"Hispanic","2006-07-25","Violation Observed",87,"7",25,206,"Tuesday","Another day",1,"Other day","Hispanic",570,NA,2006-07-25,"Violation Observed"
"Hispanic","2006-07-26","Radar Triggered",13,"7",26,207,"Wednesday","Another day",1,"Other day","Hispanic",571,NA,2006-07-26,"Radar Triggered"
"Hispanic","2006-07-26","Violation Observed",43,"7",26,207,"Wednesday","Another day",1,"Other day","Hispanic",571,NA,2006-07-26,"Violation Observed"
"Hispanic","2006-07-27","Radar Triggered",14,"7",27,208,"Thursday","Another day",1,"Other day","Hispanic",572,NA,2006-07-27,"Radar Triggered"
"Hispanic","2006-07-27","Violation Observed",56,"7",27,208,"Thursday","Another day",1,"Other day","Hispanic",572,NA,2006-07-27,"Violation Observed"
"Hispanic","2006-07-28","Radar Triggered",20,"7",28,209,"Friday","Friday or Saturday",1,"Other day","Hispanic",573,NA,2006-07-28,"Radar Triggered"
"Hispanic","2006-07-28","Violation Observed",63,"7",28,209,"Friday","Friday or Saturday",1,"Other day","Hispanic",573,NA,2006-07-28,"Violation Observed"
"Hispanic","2006-07-29","Radar Triggered",27,"7",29,210,"Saturday","Friday or Saturday",1,"Other day","Hispanic",574,NA,2006-07-29,"Radar Triggered"
"Hispanic","2006-07-29","Violation Observed",105,"7",29,210,"Saturday","Friday or Saturday",1,"Other day","Hispanic",574,NA,2006-07-29,"Violation Observed"
"Hispanic","2006-07-30","Radar Triggered",6,"7",30,211,"Sunday","Another day",1,"Other day","Hispanic",575,NA,2006-07-30,"Radar Triggered"
"Hispanic","2006-07-30","Violation Observed",97,"7",30,211,"Sunday","Another day",1,"Other day","Hispanic",575,NA,2006-07-30,"Violation Observed"
"Hispanic","2006-07-31","Radar Triggered",3,"7",31,212,"Monday","Another day",1,"Other day","Hispanic",576,NA,2006-07-31,"Radar Triggered"
"Hispanic","2006-07-31","Violation Observed",33,"7",31,212,"Monday","Another day",1,"Other day","Hispanic",576,NA,2006-07-31,"Violation Observed"
"Hispanic","2006-08-01","Radar Triggered",16,"8",1,213,"Tuesday","Another day",1,"Other day","Hispanic",577,NA,2006-08-01,"Radar Triggered"
"Hispanic","2006-08-01","Violation Observed",59,"8",1,213,"Tuesday","Another day",1,"Other day","Hispanic",577,NA,2006-08-01,"Violation Observed"
"Hispanic","2006-08-02","Radar Triggered",14,"8",2,214,"Wednesday","Another day",1,"Other day","Hispanic",578,NA,2006-08-02,"Radar Triggered"
"Hispanic","2006-08-02","Violation Observed",67,"8",2,214,"Wednesday","Another day",1,"Other day","Hispanic",578,NA,2006-08-02,"Violation Observed"
"Hispanic","2006-08-03","Radar Triggered",20,"8",3,215,"Thursday","Another day",1,"Other day","Hispanic",579,NA,2006-08-03,"Radar Triggered"
"Hispanic","2006-08-03","Violation Observed",86,"8",3,215,"Thursday","Another day",1,"Other day","Hispanic",579,NA,2006-08-03,"Violation Observed"
"Hispanic","2006-08-04","Radar Triggered",24,"8",4,216,"Friday","Friday or Saturday",1,"Other day","Hispanic",580,NA,2006-08-04,"Radar Triggered"
"Hispanic","2006-08-04","Violation Observed",69,"8",4,216,"Friday","Friday or Saturday",1,"Other day","Hispanic",580,NA,2006-08-04,"Violation Observed"
"Hispanic","2006-08-05","Radar Triggered",10,"8",5,217,"Saturday","Friday or Saturday",1,"Other day","Hispanic",581,NA,2006-08-05,"Radar Triggered"
"Hispanic","2006-08-05","Violation Observed",103,"8",5,217,"Saturday","Friday or Saturday",1,"Other day","Hispanic",581,NA,2006-08-05,"Violation Observed"
"Hispanic","2006-08-06","Radar Triggered",12,"8",6,218,"Sunday","Another day",1,"Other day","Hispanic",582,NA,2006-08-06,"Radar Triggered"
"Hispanic","2006-08-06","Violation Observed",88,"8",6,218,"Sunday","Another day",1,"Other day","Hispanic",582,NA,2006-08-06,"Violation Observed"
"Hispanic","2006-08-07","Radar Triggered",14,"8",7,219,"Monday","Another day",1,"Other day","Hispanic",583,NA,2006-08-07,"Radar Triggered"
"Hispanic","2006-08-07","Violation Observed",73,"8",7,219,"Monday","Another day",1,"Other day","Hispanic",583,NA,2006-08-07,"Violation Observed"
"Hispanic","2006-08-08","Radar Triggered",13,"8",8,220,"Tuesday","Another day",1,"Other day","Hispanic",584,NA,2006-08-08,"Radar Triggered"
"Hispanic","2006-08-08","Violation Observed",64,"8",8,220,"Tuesday","Another day",1,"Other day","Hispanic",584,NA,2006-08-08,"Violation Observed"
"Hispanic","2006-08-09","Radar Triggered",8,"8",9,221,"Wednesday","Another day",1,"Other day","Hispanic",585,NA,2006-08-09,"Radar Triggered"
"Hispanic","2006-08-09","Violation Observed",71,"8",9,221,"Wednesday","Another day",1,"Other day","Hispanic",585,NA,2006-08-09,"Violation Observed"
"Hispanic","2006-08-10","Radar Triggered",10,"8",10,222,"Thursday","Another day",1,"Other day","Hispanic",586,NA,2006-08-10,"Radar Triggered"
"Hispanic","2006-08-10","Violation Observed",46,"8",10,222,"Thursday","Another day",1,"Other day","Hispanic",586,NA,2006-08-10,"Violation Observed"
"Hispanic","2006-08-11","Radar Triggered",7,"8",11,223,"Friday","Friday or Saturday",1,"Other day","Hispanic",587,NA,2006-08-11,"Radar Triggered"
"Hispanic","2006-08-11","Violation Observed",80,"8",11,223,"Friday","Friday or Saturday",1,"Other day","Hispanic",587,NA,2006-08-11,"Violation Observed"
"Hispanic","2006-08-12","Radar Triggered",8,"8",12,224,"Saturday","Friday or Saturday",1,"Other day","Hispanic",588,NA,2006-08-12,"Radar Triggered"
"Hispanic","2006-08-12","Violation Observed",135,"8",12,224,"Saturday","Friday or Saturday",1,"Other day","Hispanic",588,NA,2006-08-12,"Violation Observed"
"Hispanic","2006-08-13","Radar Triggered",22,"8",13,225,"Sunday","Another day",1,"Other day","Hispanic",589,NA,2006-08-13,"Radar Triggered"
"Hispanic","2006-08-13","Violation Observed",102,"8",13,225,"Sunday","Another day",1,"Other day","Hispanic",589,NA,2006-08-13,"Violation Observed"
"Hispanic","2006-08-14","Radar Triggered",15,"8",14,226,"Monday","Another day",1,"Other day","Hispanic",590,NA,2006-08-14,"Radar Triggered"
"Hispanic","2006-08-14","Violation Observed",51,"8",14,226,"Monday","Another day",1,"Other day","Hispanic",590,NA,2006-08-14,"Violation Observed"
"Hispanic","2006-08-15","Radar Triggered",10,"8",15,227,"Tuesday","Another day",1,"Other day","Hispanic",591,NA,2006-08-15,"Radar Triggered"
"Hispanic","2006-08-15","Violation Observed",73,"8",15,227,"Tuesday","Another day",1,"Other day","Hispanic",591,NA,2006-08-15,"Violation Observed"
"Hispanic","2006-08-16","Radar Triggered",16,"8",16,228,"Wednesday","Another day",1,"Other day","Hispanic",592,NA,2006-08-16,"Radar Triggered"
"Hispanic","2006-08-16","Violation Observed",60,"8",16,228,"Wednesday","Another day",1,"Other day","Hispanic",592,NA,2006-08-16,"Violation Observed"
"Hispanic","2006-08-17","Radar Triggered",17,"8",17,229,"Thursday","Another day",1,"Other day","Hispanic",593,NA,2006-08-17,"Radar Triggered"
"Hispanic","2006-08-17","Violation Observed",65,"8",17,229,"Thursday","Another day",1,"Other day","Hispanic",593,NA,2006-08-17,"Violation Observed"
"Hispanic","2006-08-18","Radar Triggered",18,"8",18,230,"Friday","Friday or Saturday",1,"Other day","Hispanic",594,NA,2006-08-18,"Radar Triggered"
"Hispanic","2006-08-18","Violation Observed",72,"8",18,230,"Friday","Friday or Saturday",1,"Other day","Hispanic",594,NA,2006-08-18,"Violation Observed"
"Hispanic","2006-08-19","Radar Triggered",11,"8",19,231,"Saturday","Friday or Saturday",1,"Other day","Hispanic",595,NA,2006-08-19,"Radar Triggered"
"Hispanic","2006-08-19","Violation Observed",118,"8",19,231,"Saturday","Friday or Saturday",1,"Other day","Hispanic",595,NA,2006-08-19,"Violation Observed"
"Hispanic","2006-08-20","Radar Triggered",17,"8",20,232,"Sunday","Another day",1,"Other day","Hispanic",596,NA,2006-08-20,"Radar Triggered"
"Hispanic","2006-08-20","Violation Observed",51,"8",20,232,"Sunday","Another day",1,"Other day","Hispanic",596,NA,2006-08-20,"Violation Observed"
"Hispanic","2006-08-21","Radar Triggered",9,"8",21,233,"Monday","Another day",1,"Other day","Hispanic",597,NA,2006-08-21,"Radar Triggered"
"Hispanic","2006-08-21","Violation Observed",66,"8",21,233,"Monday","Another day",1,"Other day","Hispanic",597,NA,2006-08-21,"Violation Observed"
"Hispanic","2006-08-22","Radar Triggered",11,"8",22,234,"Tuesday","Another day",1,"Other day","Hispanic",598,NA,2006-08-22,"Radar Triggered"
"Hispanic","2006-08-22","Violation Observed",38,"8",22,234,"Tuesday","Another day",1,"Other day","Hispanic",598,NA,2006-08-22,"Violation Observed"
"Hispanic","2006-08-23","Radar Triggered",5,"8",23,235,"Wednesday","Another day",1,"Other day","Hispanic",599,NA,2006-08-23,"Radar Triggered"
"Hispanic","2006-08-23","Violation Observed",46,"8",23,235,"Wednesday","Another day",1,"Other day","Hispanic",599,NA,2006-08-23,"Violation Observed"
"Hispanic","2006-08-24","Radar Triggered",11,"8",24,236,"Thursday","Another day",1,"Other day","Hispanic",600,NA,2006-08-24,"Radar Triggered"
"Hispanic","2006-08-24","Violation Observed",64,"8",24,236,"Thursday","Another day",1,"Other day","Hispanic",600,NA,2006-08-24,"Violation Observed"
"Hispanic","2006-08-25","Radar Triggered",13,"8",25,237,"Friday","Friday or Saturday",1,"Other day","Hispanic",601,NA,2006-08-25,"Radar Triggered"
"Hispanic","2006-08-25","Violation Observed",102,"8",25,237,"Friday","Friday or Saturday",1,"Other day","Hispanic",601,NA,2006-08-25,"Violation Observed"
"Hispanic","2006-08-26","Radar Triggered",23,"8",26,238,"Saturday","Friday or Saturday",1,"Other day","Hispanic",602,NA,2006-08-26,"Radar Triggered"
"Hispanic","2006-08-26","Violation Observed",121,"8",26,238,"Saturday","Friday or Saturday",1,"Other day","Hispanic",602,NA,2006-08-26,"Violation Observed"
"Hispanic","2006-08-27","Radar Triggered",27,"8",27,239,"Sunday","Another day",1,"Other day","Hispanic",603,NA,2006-08-27,"Radar Triggered"
"Hispanic","2006-08-27","Violation Observed",95,"8",27,239,"Sunday","Another day",1,"Other day","Hispanic",603,NA,2006-08-27,"Violation Observed"
"Hispanic","2006-08-28","Radar Triggered",13,"8",28,240,"Monday","Another day",1,"Other day","Hispanic",604,NA,2006-08-28,"Radar Triggered"
"Hispanic","2006-08-28","Violation Observed",63,"8",28,240,"Monday","Another day",1,"Other day","Hispanic",604,NA,2006-08-28,"Violation Observed"
"Hispanic","2006-08-29","Radar Triggered",10,"8",29,241,"Tuesday","Another day",1,"Other day","Hispanic",605,NA,2006-08-29,"Radar Triggered"
"Hispanic","2006-08-29","Violation Observed",53,"8",29,241,"Tuesday","Another day",1,"Other day","Hispanic",605,NA,2006-08-29,"Violation Observed"
"Hispanic","2006-08-30","Radar Triggered",10,"8",30,242,"Wednesday","Another day",1,"Other day","Hispanic",606,NA,2006-08-30,"Radar Triggered"
"Hispanic","2006-08-30","Violation Observed",59,"8",30,242,"Wednesday","Another day",1,"Other day","Hispanic",606,NA,2006-08-30,"Violation Observed"
"Hispanic","2006-08-31","Radar Triggered",5,"8",31,243,"Thursday","Another day",1,"Other day","Hispanic",607,NA,2006-08-31,"Radar Triggered"
"Hispanic","2006-08-31","Violation Observed",50,"8",31,243,"Thursday","Another day",1,"Other day","Hispanic",607,NA,2006-08-31,"Violation Observed"
"Hispanic","2006-09-01","Radar Triggered",33,"9",1,244,"Friday","Friday or Saturday",1,"Labor Day weekend","Hispanic",608,"Labor Day weekend",2006-09-01,"Radar Triggered"
"Hispanic","2006-09-01","Violation Observed",142,"9",1,244,"Friday","Friday or Saturday",1,"Labor Day weekend","Hispanic",608,"Labor Day weekend",2006-09-01,"Violation Observed"
"Hispanic","2006-09-02","Radar Triggered",31,"9",2,245,"Saturday","Friday or Saturday",1,"Labor Day weekend","Hispanic",609,"Labor Day weekend",2006-09-02,"Radar Triggered"
"Hispanic","2006-09-02","Violation Observed",216,"9",2,245,"Saturday","Friday or Saturday",1,"Labor Day weekend","Hispanic",609,"Labor Day weekend",2006-09-02,"Violation Observed"
"Hispanic","2006-09-03","Radar Triggered",33,"9",3,246,"Sunday","Another day",1,"Labor Day weekend","Hispanic",610,"Labor Day weekend",2006-09-03,"Radar Triggered"
"Hispanic","2006-09-03","Violation Observed",193,"9",3,246,"Sunday","Another day",1,"Labor Day weekend","Hispanic",610,"Labor Day weekend",2006-09-03,"Violation Observed"
"Hispanic","2006-09-04","Radar Triggered",36,"9",4,247,"Monday","Another day",1,"Labor Day weekend","Hispanic",611,"Labor Day weekend",2006-09-04,"Radar Triggered"
"Hispanic","2006-09-04","Violation Observed",143,"9",4,247,"Monday","Another day",1,"Labor Day weekend","Hispanic",611,"Labor Day weekend",2006-09-04,"Violation Observed"
"Hispanic","2006-09-05","Radar Triggered",8,"9",5,248,"Tuesday","Another day",1,"Other day","Hispanic",612,NA,2006-09-05,"Radar Triggered"
"Hispanic","2006-09-05","Violation Observed",74,"9",5,248,"Tuesday","Another day",1,"Other day","Hispanic",612,NA,2006-09-05,"Violation Observed"
"Hispanic","2006-09-06","Radar Triggered",7,"9",6,249,"Wednesday","Another day",1,"Other day","Hispanic",613,NA,2006-09-06,"Radar Triggered"
"Hispanic","2006-09-06","Violation Observed",46,"9",6,249,"Wednesday","Another day",1,"Other day","Hispanic",613,NA,2006-09-06,"Violation Observed"
"Hispanic","2006-09-07","Radar Triggered",12,"9",7,250,"Thursday","Another day",1,"Other day","Hispanic",614,NA,2006-09-07,"Radar Triggered"
